POW.AF3.Theta,POW.AF3.Alpha,POW.AF3.BetaL,POW.AF3.BetaH,POW.AF3.Gamma,POW.F7.Theta,POW.F7.Alpha,POW.F7.BetaL,POW.F7.BetaH,POW.F7.Gamma,POW.F3.Theta,POW.F3.Alpha,POW.F3.BetaL,POW.F3.BetaH,POW.F3.Gamma,POW.FC5.Theta,POW.FC5.Alpha,POW.FC5.BetaL,POW.FC5.BetaH,POW.FC5.Gamma,POW.FC6.Theta,POW.FC6.Alpha,POW.FC6.BetaL,POW.FC6.BetaH,POW.FC6.Gamma,POW.F4.Theta,POW.F4.Alpha,POW.F4.BetaL,POW.F4.BetaH,POW.F4.Gamma,POW.F8.Theta,POW.F8.Alpha,POW.F8.BetaL,POW.F8.BetaH,POW.F8.Gamma,POW.AF4.Theta,POW.AF4.Alpha,POW.AF4.BetaL,POW.AF4.BetaH,POW.AF4.Gamma,label
1.359401,1.845971,0.561554,0.645195,0.278717,3.261236,3.006145,0.410052,0.426027,0.16751,1.644165,2.955558,0.276167,0.435679,0.155955,2.195506,3.507977,0.140039,0.449761,0.143327,1.945791,0.888222,0.42892,0.238729,0.209481,1.4579,1.594315,0.26634,0.287617,0.305868,3.094851,0.821317,0.353819,0.342551,0.222716,2.516387,1.173746,0.265752,0.642068,0.929827,concentrate
1.107758,2.018602,0.636174,0.701994,0.313347,3.043605,3.252553,0.326919,0.39743,0.162956,1.41253,3.157246,0.27335,0.423268,0.166888,1.943035,3.663657,0.126395,0.42585,0.132565,2.252749,0.821771,0.43909,0.202497,0.187814,1.666295,1.399104,0.266252,0.282092,0.354405,3.647658,0.801336,0.375064,0.32403,0.226928,2.898413,1.08586,0.303984,0.735521,0.998677,concentrate
0.927753,2.12824,0.726082,0.82261,0.370929,2.729472,3.305618,0.250727,0.36449,0.176383,1.206649,3.10463,0.262432,0.405196,0.180182,1.691559,3.592192,0.116799,0.40132,0.127748,2.520567,0.734981,0.449319,0.178077,0.168772,1.801684,1.149513,0.275097,0.298503,0.433351,3.933473,0.738915,0.39832,0.304627,0.226648,3.155957,0.938083,0.379673,0.875671,1.072876,concentrate
0.839004,2.170985,0.827779,1.000135,0.44134,2.29301,3.196012,0.205619,0.337806,0.204361,1.030701,2.849625,0.24819,0.388665,0.193064,1.422533,3.350509,0.120938,0.381037,0.128519,2.650699,0.638082,0.453001,0.164996,0.154166,1.820036,0.934124,0.289693,0.350193,0.536896,3.83194,0.639864,0.421996,0.285182,0.219702,3.300627,0.77989,0.494826,1.02317,1.151634,concentrate
0.805146,2.146205,0.927008,1.211195,0.508772,1.814999,2.999882,0.209882,0.337384,0.2435,0.882782,2.503681,0.236346,0.379496,0.203855,1.167519,3.037292,0.151618,0.367808,0.136263,2.647501,0.567989,0.467481,0.164212,0.149991,1.766894,0.817274,0.303821,0.457505,0.653239,3.402395,0.544722,0.467324,0.277126,0.213414,3.431914,0.671666,0.634358,1.144168,1.231709,concentrate
0.835527,2.073933,0.990016,1.425261,0.557888,1.412595,2.791071,0.271464,0.396005,0.304273,0.767725,2.185885,0.230552,0.387364,0.215953,0.969517,2.741852,0.218364,0.374444,0.163467,2.649178,0.622114,0.544367,0.202649,0.169251,1.747874,0.841156,0.306261,0.639172,0.78055,2.834798,0.555495,0.576471,0.32825,0.239055,3.651393,0.688436,0.756971,1.201564,1.314625,concentrate
0.968657,1.985451,1.00306,1.616842,0.58553,1.266484,2.638065,0.412524,0.557893,0.432285,0.697855,1.97033,0.248851,0.431249,0.244208,0.889634,2.519913,0.333732,0.43647,0.2483,2.865325,0.89513,0.75546,0.379477,0.251578,1.828507,1.01512,0.303614,0.906696,0.960185,2.354488,0.781339,0.79475,0.580229,0.398176,3.958739,0.925158,0.851268,1.193292,1.440738,concentrate
1.240781,1.942153,0.999082,1.762543,0.613333,1.472351,2.58538,0.662869,0.86698,0.696265,0.678647,1.859733,0.326126,0.528959,0.314202,0.94657,2.368823,0.513136,0.600157,0.444294,3.383032,1.435692,1.145642,0.820473,0.486932,1.971534,1.349801,0.324461,1.244516,1.269959,2.157004,1.247154,1.128664,1.223476,0.865514,4.33307,1.452366,0.976601,1.151178,1.690088,concentrate
1.704589,2.027439,1.037132,1.847959,0.677316,1.96586,2.636715,1.041263,1.330266,1.141526,0.699983,1.810285,0.497231,0.690117,0.449613,1.115495,2.234986,0.776183,0.894269,0.788018,4.072856,2.232146,1.68822,1.602616,0.987027,2.061769,1.939783,0.386361,1.607456,1.777302,2.263414,1.881076,1.512814,2.359813,1.788336,4.825357,2.333003,1.201887,1.111161,2.13449,concentrate
2.214793,2.333627,1.162903,1.871043,0.800686,2.538542,2.768506,1.530365,1.887014,1.751308,0.743374,1.77389,0.770802,0.898301,0.652682,1.341551,2.066978,1.121071,1.294319,1.261924,4.677301,3.226041,2.282511,2.695619,1.809299,2.010142,2.922184,0.484074,1.935083,2.479097,2.577993,2.550341,1.844956,3.889405,3.154949,5.528272,3.585168,1.568186,1.095407,2.777515,concentrate
2.939104,2.895796,1.406296,1.847908,0.973301,2.98438,2.941628,2.034697,2.412179,2.432189,0.813213,1.750891,1.1141,1.10885,0.894156,1.588247,1.87408,1.494023,1.717038,1.783441,4.92946,4.303232,2.792803,3.923109,2.897747,1.831754,4.331984,0.588643,2.168907,3.264191,2.941593,3.13388,2.03534,5.493757,4.73243,6.544209,5.112902,2.03542,1.127873,3.521078,concentrate
4.424259,3.74432,1.718803,1.816913,1.156526,3.133301,3.136474,2.42977,2.765968,3.040132,0.891907,1.799251,1.451804,1.266169,1.118894,1.808056,1.749351,1.814023,2.048911,2.229603,4.748547,5.284427,3.096527,5.045351,4.073947,1.634894,5.996091,0.665758,2.2743,3.934541,3.216372,3.54523,2.045237,6.735362,6.121939,7.705436,6.673861,2.470307,1.238909,4.180224,concentrate
7.195154,4.837312,2.022981,1.822535,1.305411,2.964827,3.341573,2.620355,2.853543,3.435963,0.974575,1.968769,1.716012,1.324326,1.266385,1.976243,1.7943,2.023763,2.189828,2.486624,4.178678,5.989964,3.142623,5.877852,5.080956,1.519916,7.542675,0.72317,2.252791,4.282999,3.318878,3.752759,1.894335,7.238616,6.920311,8.677675,7.916254,2.76555,1.453914,4.548526,concentrate
12.333323,6.018743,2.22674,1.876224,1.394048,2.539224,3.524437,2.587574,2.666192,3.539617,1.018718,2.253284,1.861269,1.26362,1.298106,2.037632,2.046528,2.10831,2.100955,2.500486,3.385905,6.281325,2.968029,6.375404,5.69051,1.495694,8.516412,0.802379,2.136219,4.189421,3.201353,3.756174,1.655683,6.865568,6.902506,8.973364,8.484074,2.862889,1.753664,4.488619,concentrate
19.176533,7.012769,2.289052,1.945946,1.422151,2.001857,3.63483,2.403998,2.283721,3.361307,1.007249,2.578941,1.892409,1.103983,1.215653,1.97717,2.455448,2.123182,1.833625,2.300744,2.594327,6.100014,2.669348,6.61809,5.79169,1.532995,8.583516,0.96157,1.980974,3.684419,2.887611,3.565246,1.401849,5.781195,6.126377,8.313802,8.17825,2.7971,2.084095,4.00599,concentrate
26.249294,7.553364,2.266555,2.000252,1.409226,1.503813,3.615644,2.198666,1.835008,2.999583,0.925789,2.835043,1.872789,0.904067,1.060337,1.792056,2.891692,2.171479,1.505903,1.987396,1.953139,5.48821,2.350419,6.700418,5.43407,1.555889,7.697787,1.246587,1.848993,2.943178,2.456581,3.208341,1.189871,4.374504,4.902701,6.847945,7.096303,2.705948,2.409366,3.267154,concentrate
31.750412,7.470498,2.236391,2.019737,1.383663,1.128214,3.41976,2.104597,1.450885,2.597425,0.779736,2.927176,1.882355,0.729812,0.894917,1.501713,3.213314,2.358994,1.24279,1.686517,1.515786,4.578401,2.081327,6.655942,4.796227,1.497351,6.124441,1.638123,1.782648,2.198256,2.023343,2.738437,1.048131,3.080204,3.64382,4.963441,5.607342,2.736647,2.703092,2.529464,concentrate
33.498531,6.74496,2.249257,1.995549,1.363267,0.881952,3.055539,2.17887,1.218697,2.271652,0.594449,2.823125,1.960328,0.629122,0.774879,1.153473,3.331578,2.72163,1.122767,1.493702,1.277989,3.57013,1.882859,6.442701,4.092981,1.360871,4.325037,2.047548,1.798998,1.632522,1.713687,2.223826,0.960989,2.195074,2.672668,3.313503,4.148165,2.931521,2.9314,2.014487,concentrate
31.004992,5.538943,2.290439,1.934847,1.349935,0.720924,2.591407,2.370118,1.153467,2.064896,0.413415,2.571288,2.088613,0.615028,0.726381,0.810636,3.248036,3.193344,1.149129,1.43717,1.184113,2.659739,1.717894,5.97557,3.479794,1.204713,2.751675,2.360744,1.888864,1.310143,1.552428,1.739585,0.887389,1.77601,2.100969,2.251336,3.046883,3.205808,3.052922,1.815948,concentrate
24.907455,4.15003,2.304862,1.860662,1.332252,0.61249,2.141585,2.545213,1.204673,1.944835,0.283046,2.280781,2.202838,0.675637,0.739205,0.547023,3.047675,3.620343,1.270455,1.479974,1.134081,1.983644,1.529013,5.220093,3.008747,1.076481,1.679299,2.486096,2.018175,1.17451,1.501477,1.355404,0.807166,1.676397,1.836794,1.843366,2.417361,3.398178,3.032177,1.873783,concentrate
17.173838,2.922184,2.228378,1.783995,1.296089,0.567503,1.830525,2.564481,1.289115,1.846938,0.230653,2.059121,2.226279,0.787106,0.780083,0.409968,2.84219,3.833063,1.420306,1.560083,1.104033,1.614544,1.29249,4.27197,2.642059,0.995439,1.161301,2.405441,2.131832,1.111717,1.50247,1.155311,0.719849,1.691944,1.702815,1.805775,2.222834,3.36943,2.852813,2.042539,concentrate
10.118137,2.118995,2.038631,1.693965,1.234838,0.574696,1.729728,2.367373,1.341515,1.72124,0.270229,1.961895,2.11624,0.918931,0.817122,0.391232,2.700867,3.733314,1.545534,1.630222,1.170198,1.593788,1.053496,3.332454,2.313772,0.977958,1.098949,2.179606,2.169781,1.037323,1.538452,1.202635,0.642468,1.689053,1.570988,1.909999,2.355398,3.078802,2.524693,2.180863,concentrate
5.233449,1.854089,1.764298,1.563964,1.152038,0.640098,1.828885,2.006903,1.333292,1.545395,0.42458,1.983112,1.893781,1.035297,0.827055,0.473335,2.635227,3.335407,1.60552,1.65994,1.370006,1.90311,0.879945,2.578447,1.988925,1.073544,1.340202,1.884921,2.084103,0.924137,1.606295,1.487395,0.58946,1.607514,1.401105,2.148375,2.707323,2.597576,2.092923,2.203737,concentrate
2.900515,2.011687,1.477399,1.381165,1.050813,0.781843,2.054165,1.590281,1.267601,1.328432,0.718445,2.071445,1.6143,1.106789,0.799409,0.648423,2.618204,2.727583,1.578121,1.632325,1.714927,2.511019,0.813725,2.089727,1.67018,1.371005,1.829953,1.597111,1.872449,0.79686,1.718851,1.98658,0.564538,1.440927,1.211471,2.627366,3.248374,2.067034,1.636721,2.099735,concentrate
2.486388,2.328188,1.255226,1.161051,0.932502,0.969674,2.333553,1.234052,1.171304,1.106503,1.154156,2.156212,1.351981,1.113482,0.735093,0.872771,2.626475,2.048106,1.4598,1.540049,2.206135,3.40177,0.867147,1.830921,1.37783,1.924535,2.590209,1.361577,1.576645,0.693165,1.909398,2.699588,0.570266,1.237322,1.044781,3.381063,3.99069,1.619096,1.244646,1.907428,concentrate
2.904721,2.562178,1.138833,0.937485,0.802727,1.184063,2.651034,1.012766,1.082752,0.925007,1.693696,2.184879,1.159228,1.055659,0.647896,1.113278,2.682698,1.433454,1.274297,1.391925,2.781359,4.439914,0.997311,1.691837,1.140842,2.67656,3.543739,1.172898,1.260556,0.63539,2.186929,3.538972,0.593188,1.047393,0.93944,4.110409,4.82839,1.315922,0.988161,1.684051,concentrate
3.418945,2.645596,1.129296,0.745826,0.677509,1.359178,3.044954,0.947294,1.037988,0.818719,2.223296,2.169217,1.06679,0.946998,0.556801,1.306263,2.84778,0.992792,1.062576,1.212445,3.32952,5.372624,1.146125,1.587017,0.983532,3.445287,4.486936,1.010628,0.979487,0.623195,2.522969,4.310763,0.628978,0.895825,0.908092,4.712089,5.556516,1.163901,0.873397,1.477935,concentrate
3.979712,2.688944,1.168704,0.610723,0.576864,1.440936,3.517522,0.986329,1.049146,0.792526,2.615803,2.151496,1.036872,0.813883,0.480036,1.4304,3.136968,0.734249,0.878308,1.035613,3.713957,5.919546,1.252883,1.503937,0.917295,4.010267,5.164412,0.862563,0.770841,0.639975,2.842727,4.774431,0.662997,0.778188,0.93393,5.004611,5.944369,1.105526,0.846389,1.310537,concentrate
4.588681,2.852568,1.182614,0.53023,0.509474,1.41536,4.00525,1.050262,1.098817,0.819685,2.793743,2.183919,1.00541,0.683691,0.427267,1.498569,3.520017,0.606078,0.763658,0.890956,3.823333,5.887759,1.2838,1.454005,0.922723,4.239952,5.372629,0.727439,0.647312,0.662686,3.013413,4.771708,0.680767,0.684143,0.982983,4.79437,5.878519,1.082798,0.847089,1.177873,concentrate
4.846891,3.233559,1.137889,0.492541,0.469682,1.319823,4.398433,1.076463,1.149286,0.861117,2.786016,2.296185,0.936781,0.575829,0.397906,1.584948,3.920104,0.557153,0.727491,0.79318,3.668506,5.262636,1.227127,1.443186,0.966019,4.176147,5.045746,0.617422,0.591212,0.675125,3.020488,4.312253,0.669736,0.609523,1.020757,4.382765,5.39848,1.057941,0.841888,1.067148,concentrate
5.119523,3.767439,1.019009,0.482807,0.445334,1.213183,4.593214,1.022119,1.16111,0.886284,2.656359,2.477937,0.822218,0.496267,0.384994,1.723868,4.231959,0.539497,0.746673,0.740108,3.334075,4.235837,1.11354,1.45625,1.014159,4.008829,4.314105,0.537194,0.569686,0.672595,2.841738,3.56485,0.633293,0.55338,1.026159,3.807559,4.693227,1.013358,0.820453,0.969359,concentrate
5.267572,4.291068,0.874418,0.503664,0.429162,1.137016,4.574065,0.896898,1.127851,0.879613,2.489083,2.697345,0.695637,0.451596,0.379231,1.91895,4.402005,0.533629,0.790613,0.714811,2.945528,3.120411,1.033373,1.45706,1.040035,3.943676,3.47787,0.519527,0.552196,0.659027,2.560391,2.770603,0.602902,0.513721,0.994972,3.486168,4.033991,0.978427,0.796733,0.883452,concentrate
5.18815,4.648272,0.776926,0.577312,0.421821,1.12806,4.472676,0.750915,1.076782,0.837606,2.321925,2.925177,0.611453,0.454118,0.370781,2.115165,4.481081,0.542664,0.835972,0.691415,2.593584,2.236917,1.104726,1.415714,1.024876,4.054488,2.894548,0.6134,0.535425,0.640807,2.217943,2.148627,0.629877,0.487916,0.939511,3.297957,3.705893,0.99993,0.808426,0.813241,concentrate
4.951144,4.798451,0.759594,0.7281,0.431209,1.223734,4.588725,0.638164,1.046825,0.770662,2.16111,3.177294,0.592547,0.511632,0.35495,2.26414,4.653583,0.566578,0.875135,0.649257,2.322839,1.776673,1.407837,1.330332,0.967402,4.23958,2.814998,0.848475,0.539946,0.622618,1.900565,1.808416,0.769596,0.475037,0.881111,3.240455,3.903438,1.1143,0.893944,0.771103,concentrate
4.518372,4.879397,0.813918,0.960155,0.46511,1.554023,5.254506,0.610307,1.063562,0.699739,2.036829,3.526646,0.628601,0.618562,0.33253,2.416646,5.155714,0.618687,0.916278,0.584734,2.152936,1.772518,1.909324,1.22532,0.882146,4.300434,3.277578,1.181532,0.579177,0.605807,1.701181,1.753323,1.041978,0.475504,0.840332,3.129108,4.684808,1.329408,1.068453,0.77143,concentrate
4.146149,5.11298,0.880293,1.243735,0.523238,2.308182,6.616339,0.6797,1.119062,0.645349,2.036152,4.04243,0.671212,0.746337,0.306619,2.748466,6.122236,0.69617,0.961127,0.510326,2.107397,2.159471,2.480237,1.128072,0.7878,4.069842,4.095514,1.505956,0.649137,0.587726,1.756908,1.952853,1.389642,0.486776,0.823972,3.038879,5.9496,1.580774,1.306251,0.817375,concentrate
3.995596,5.642129,0.904961,1.519667,0.595623,3.67452,8.527285,0.835683,1.182477,0.616792,2.28096,4.731044,0.684656,0.854855,0.281058,3.5021,7.488341,0.796367,1.001099,0.443569,2.243683,2.785784,2.954519,1.052809,0.701458,3.583662,4.946863,1.701408,0.731252,0.564087,2.178101,2.336053,1.697266,0.501953,0.820341,3.23705,7.401263,1.788678,1.554763,0.891433,concentrate
4.362108,6.417469,0.859333,1.720299,0.666109,5.668136,10.557899,1.036185,1.223006,0.609836,2.887191,5.485913,0.656631,0.910122,0.257821,4.811864,8.977754,0.89865,1.022766,0.395103,2.566808,3.490919,3.204272,0.992829,0.634305,3.058797,5.547678,1.716076,0.804121,0.531834,2.935745,2.832118,1.864942,0.515372,0.808882,4.082413,8.667885,1.911544,1.764327,0.966826,concentrate
5.692214,7.266237,0.779776,1.791221,0.718089,7.969146,12.214679,1.231673,1.225165,0.612784,3.798686,6.170522,0.607909,0.896088,0.236472,6.531175,10.261518,0.983335,1.014367,0.364389,2.978018,4.149724,3.2373,0.93773,0.591458,2.7154,5.801825,1.623615,0.851486,0.491735,3.852831,3.374666,1.893063,0.522318,0.776931,5.644281,9.495406,1.985775,1.903139,1.01544,concentrate
7.998264,8.036256,0.713044,1.711584,0.739026,10.054475,13.260702,1.369607,1.195889,0.617269,4.787946,6.752391,0.560492,0.823366,0.216988,8.246143,11.196637,1.028966,0.976489,0.345239,3.351945,4.71271,3.134235,0.884122,0.572152,2.692853,5.851744,1.548398,0.86411,0.450459,4.655227,3.867473,1.832729,0.522648,0.72766,7.588928,9.804156,2.050722,1.956158,1.019451,concentrate
11.731469,8.781319,0.724519,1.50415,0.725521,11.652975,13.859387,1.44844,1.160198,0.621638,5.718838,7.34589,0.572046,0.724946,0.200405,9.691542,11.899337,1.064424,0.926484,0.333081,3.630244,5.202216,3.000901,0.837237,0.569105,3.022561,5.996513,1.646041,0.853175,0.417101,5.130785,4.219263,1.754037,0.519195,0.668666,9.416025,9.743117,2.17117,1.92752,0.980234,concentrate
15.83688,9.689102,0.888097,1.232082,0.683105,12.816965,14.326106,1.525989,1.143313,0.62517,6.660182,8.079334,0.734979,0.640898,0.186742,10.822689,12.551038,1.166853,0.885956,0.325218,3.821756,5.656862,2.929014,0.810792,0.570544,3.736958,6.537046,2.011526,0.846447,0.398716,5.173949,4.388266,1.717164,0.516935,0.605224,10.692339,9.612244,2.389543,1.834179,0.911317,concentrate
20.664165,10.912967,1.249105,0.97393,0.622657,13.823036,14.871922,1.658762,1.154852,0.623157,7.824494,8.956437,1.105866,0.599354,0.175223,11.778024,13.211571,1.398769,0.86697,0.319821,3.983042,6.085653,2.962943,0.817969,0.563719,4.910242,7.660574,2.662456,0.867783,0.397166,4.840825,4.380588,1.745913,0.519024,0.54205,11.263157,9.722487,2.736559,1.702673,0.833356,concentrate
25.161715,12.323959,1.786492,0.786252,0.556796,14.842712,15.445141,1.865167,1.180221,0.607629,9.297065,9.806331,1.647284,0.599789,0.164884,12.66463,13.733859,1.75331,0.85858,0.312727,4.167977,6.405802,3.054519,0.851387,0.541092,6.521497,9.236409,3.466169,0.920021,0.406675,4.288133,4.20357,1.798094,0.523634,0.486422,11.282936,10.150502,3.175496,1.559586,0.767754,concentrate
28.35018,13.579494,2.396302,0.686496,0.497311,15.78162,15.75728,2.112491,1.192002,0.571272,10.88101,10.396391,2.222913,0.619853,0.155598,13.378208,13.865335,2.144214,0.836802,0.298814,4.376141,6.493296,3.126999,0.883223,0.502689,8.34229,10.858624,4.199883,0.983634,0.415909,3.732035,3.878416,1.827705,0.521248,0.446058,10.985311,10.684312,3.611322,1.426271,0.726806,concentrate
29.678736,14.310981,2.913542,0.660155,0.452022,16.252998,15.478461,2.30719,1.16244,0.513188,12.125524,10.547091,2.645862,0.630965,0.148182,13.628489,13.401307,2.42649,0.779331,0.275041,4.511112,6.271315,3.112648,0.882324,0.455206,9.981095,12.097461,4.639905,1.029552,0.414766,3.259785,3.46142,1.799689,0.499296,0.427606,10.564219,11.034526,3.913828,1.316869,0.709473,concentrate
28.350063,14.232627,3.180023,0.679777,0.423173,15.738828,14.500747,2.331804,1.087133,0.442174,12.455366,10.173677,2.763106,0.619007,0.144775,13.026683,12.327955,2.458221,0.687074,0.244187,4.462548,5.808325,2.967051,0.833591,0.407727,10.987273,12.696053,4.676303,1.036085,0.399399,2.889755,3.068032,1.688341,0.453159,0.433636,10.011309,11.029408,3.985604,1.2356,0.704776,concentrate
24.797953,13.307559,3.103467,0.720238,0.40483,14.041336,13.09502,2.170892,1.000348,0.376014,11.533197,9.369105,2.54292,0.591997,0.147245,11.435484,10.922278,2.222001,0.593656,0.214296,4.294173,5.348426,2.702328,0.746198,0.370797,11.14051,12.605106,4.321267,0.997819,0.373334,2.644737,2.863276,1.518668,0.398203,0.459194,9.272242,10.69085,3.81527,1.180271,0.701611,concentrate
19.679583,11.73071,2.700877,0.758663,0.389542,11.57558,11.721045,1.854456,0.938885,0.338433,9.555984,8.331698,2.06571,0.565958,0.156159,9.220601,9.57585,1.786777,0.540458,0.196104,4.187247,5.142003,2.371928,0.648018,0.356534,10.472137,11.933011,3.710606,0.926475,0.345341,2.586675,2.957649,1.341762,0.364956,0.492252,8.331163,10.13729,3.470909,1.139935,0.696817,concentrate
14.299552,9.740424,2.123279,0.782675,0.377509,9.171882,10.773359,1.476464,0.922263,0.351574,7.174305,7.254857,1.50161,0.556442,0.171058,7.070028,8.593063,1.294968,0.554172,0.199456,4.289006,5.336002,2.04449,0.567068,0.373823,9.205301,10.885642,3.035274,0.844863,0.326296,2.731765,3.362031,1.208855,0.380208,0.519123,7.257487,9.521352,3.07032,1.108722,0.701009,concentrate
9.874413,7.695098,1.567006,0.793008,0.375616,7.645392,10.380413,1.132392,0.951964,0.422963,5.172275,6.269074,1.017948,0.572705,0.191116,5.681329,8.048304,0.89699,0.638433,0.228723,4.669568,5.980618,1.758411,0.522626,0.42006,7.7148,9.762434,2.424579,0.774873,0.323299,3.08135,4.030815,1.144188,0.451306,0.527661,6.260412,9.037163,2.689619,1.088266,0.729688,concentrate
7.122499,5.949607,1.202015,0.797272,0.389089,7.220679,10.38457,0.903624,1.011729,0.537949,4.023523,5.454618,0.716275,0.61078,0.214019,5.247195,7.81566,0.690476,0.768403,0.278046,5.200477,6.969533,1.535075,0.524362,0.479209,6.33992,8.828729,1.940806,0.72431,0.335254,3.518694,4.851511,1.149541,0.560136,0.512869,5.475392,8.828062,2.371611,1.084475,0.793641,concentrate
6.109998,4.777801,1.086491,0.804789,0.417464,7.485058,10.457186,0.807051,1.077567,0.665976,3.725009,4.868896,0.595475,0.658325,0.236016,5.470479,7.685148,0.669997,0.901447,0.333829,5.558139,8.02113,1.370041,0.565355,0.528234,5.254074,8.241539,1.576714,0.68111,0.354176,3.819129,5.626416,1.198981,0.66779,0.479709,4.938937,8.930014,2.118474,1.099879,0.891113,concentrate
6.302515,4.24851,1.172732,0.815597,0.454009,7.686639,10.297585,0.82558,1.11968,0.774462,3.853279,4.533322,0.588298,0.693554,0.253599,5.731485,7.493022,0.76104,0.988326,0.380956,5.43944,8.841928,1.239115,0.624145,0.54789,4.399655,8.017985,1.292765,0.626197,0.371186,3.797878,6.178532,1.249198,0.731662,0.440011,4.499925,9.273403,1.918113,1.125762,1.005368,concentrate
7.241504,4.291662,1.35962,0.8193,0.490171,7.159574,9.818658,0.946243,1.114533,0.843766,3.85624,4.43232,0.636942,0.69459,0.264666,5.462608,7.207509,0.892374,0.992699,0.410115,4.746374,9.251678,1.117759,0.680038,0.533589,3.566839,8.064036,1.06775,0.554778,0.381839,3.423175,6.426812,1.261123,0.729592,0.404577,3.98103,9.761689,1.777916,1.15064,1.105598,concentrate
8.249745,4.751487,1.535076,0.796666,0.517521,5.935282,9.198746,1.155771,1.050231,0.870219,3.494071,4.511142,0.714019,0.646204,0.26856,4.615996,6.928056,1.02127,0.9029,0.420024,3.71845,9.177966,0.98477,0.714987,0.49502,2.770804,8.227774,0.907159,0.477419,0.387008,2.853219,6.35057,1.203154,0.669204,0.378154,3.391653,10.292105,1.705622,1.161246,1.161184,concentrate
9.258688,5.428458,1.627057,0.737008,0.529472,4.669391,8.69325,1.414086,0.933006,0.861688,2.988178,4.682518,0.806151,0.552546,0.267306,3.654227,6.75732,1.119193,0.741117,0.416258,2.772208,8.65677,0.834131,0.718008,0.449151,2.272448,8.396919,0.830666,0.410846,0.39141,2.343059,5.977679,1.067196,0.580994,0.358941,3.039157,10.774487,1.69656,1.152031,1.152488,concentrate
9.990785,6.073732,1.599674,0.652093,0.524792,3.89453,8.399223,1.661838,0.790561,0.830967,2.627575,4.821317,0.896775,0.438467,0.263472,2.996186,6.680828,1.174605,0.555966,0.405986,2.229005,7.787494,0.689945,0.689964,0.411837,2.31492,8.460274,0.823501,0.371324,0.398905,2.053454,5.366839,0.877051,0.501498,0.3415,3.096297,11.051875,1.715432,1.134893,1.081374,concentrate
10.378632,6.458957,1.472795,0.57021,0.506293,3.851669,8.213383,1.837282,0.657668,0.78577,2.57695,4.824094,0.964464,0.33384,0.257436,2.855762,6.586003,1.186303,0.399578,0.392451,2.154634,6.727957,0.578438,0.63864,0.388778,2.848573,8.317348,0.848184,0.364984,0.408367,2.015461,4.622831,0.679345,0.45445,0.320057,3.510599,10.928431,1.72018,1.126016,0.966484,concentrate
10.434212,6.455844,1.293576,0.52367,0.477391,4.324412,7.899925,1.883578,0.556416,0.725556,2.815089,4.65087,0.990328,0.262246,0.247335,3.15117,6.326576,1.158158,0.306133,0.374457,2.395466,5.6506,0.53472,0.578783,0.373719,3.588696,7.904427,0.868883,0.388851,0.413671,2.147523,3.876709,0.529171,0.44555,0.290593,3.986286,10.279398,1.712054,1.139388,0.8332,concentrate
9.950769,6.085863,1.112693,0.531253,0.440928,4.843532,7.238444,1.784147,0.493719,0.646025,3.143268,4.326365,0.967043,0.232431,0.231036,3.555409,5.799243,1.094751,0.282608,0.350036,2.69312,4.704085,0.596566,0.528998,0.355488,4.211366,7.241723,0.881004,0.436562,0.408695,2.323018,3.256052,0.470432,0.465771,0.253138,4.302629,9.160727,1.730839,1.177901,0.703707,concentrate
9.007954,5.503279,0.968259,0.584816,0.40134,4.973731,6.172594,1.562939,0.457471,0.548383,3.315844,3.913155,0.900732,0.235174,0.2083,3.73053,5.006422,0.997087,0.306784,0.321033,2.89965,3.96542,0.784268,0.498506,0.330641,4.538491,6.433596,0.916631,0.494313,0.392234,2.484566,2.822251,0.520619,0.500646,0.21416,4.39958,7.806375,1.813265,1.225592,0.595066,concentrate
7.698083,4.851034,0.874058,0.652386,0.36451,4.651615,4.857166,1.28232,0.43454,0.44573,3.226558,3.460097,0.811621,0.256658,0.182348,3.586417,4.060632,0.869981,0.348736,0.296446,3.023609,3.40572,1.065671,0.484315,0.307299,4.53725,5.582621,1.005012,0.541985,0.369556,2.642535,2.539778,0.65554,0.539069,0.183515,4.356266,6.472511,1.955917,1.254761,0.519947,concentrate
6.440201,4.225769,0.819741,0.698183,0.337231,4.058836,3.581077,1.017384,0.424046,0.361017,2.93607,3.000129,0.722164,0.28617,0.161078,3.223909,3.137822,0.728165,0.387872,0.289252,3.155892,2.949366,1.358946,0.481139,0.299174,4.319398,4.763297,1.141657,0.562417,0.350206,2.841252,2.323634,0.821641,0.575965,0.167656,4.357819,5.320504,2.102237,1.242926,0.482994,concentrate
